Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SOHO,Sotherly Hotels Inc.,6.83,97.14,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
ALNA,Allena Pharmaceuticals Inc.,4.13,96.91,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
ALSK,Alaska Communications Systems Group Inc.,1.81,96.89,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
CMFN,CM Finance Inc,7.0901,96.56,2014,Not Available,Not Available,https://www.nasdaq.com/symbol/cmfn
TGA,TransGlobe Energy Corporation,1.33,96.48,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
NLTX,Neoleukin Therapeutics Inc.,3.4,95.63,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nltx
IDSY,I.D. Systems Inc.,5.18,95.56,1999,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/idsy
NEOS,Neos Therapeutics Inc.,1.92,95.48,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,52.645,94.76,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/skor
ELGX,Endologix Inc.,5.37,94.58,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/elgx
MLND,Millendo Therapeutics Inc. ,6.99,93.75,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd
ERYP,Erytech Pharma S.A.,5.22,93.63,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
GEC,Great Elm Capital Group Inc. ,3.69,93.49,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec
VERI,Veritone Inc.,4.2,93.34,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
EYES,Second Sight Medical Products Inc.,0.7458,92.92,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,43.088,92.73,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/jsmd
ABEO,Abeona Therapeutics Inc.,1.88,92.71,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo
RESN,Resonant Inc.,3.26,92.57,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
TOCA,Tocagen Inc.,3.87,92.48,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca
DXLG,Destination XL Group Inc.,1.85,92.27,1900,Consumer Services,Clothing-Shoe-Accessory Stores,https://www.nasdaq.com/symbol/dxlg
ITRM,Iterum Therapeutics plc,6.39,92.17,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
OXLCO,Oxford Lane Capital Corp.,25.4499,92.03,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/oxlco
SFBC,Sound Financial Bancorp Inc.,35.8615,92.01,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
RIVE,Riverview Financial Corporation,10,91.68,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/rive
TRVI,Trevi Therapeutics Inc.,5.14,91.67,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvi
CART,Carolina Trust BancShares Inc.,9.85,91.66,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
SPKEP,Spark Energy Inc.,24.63,91.31,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
EDAP,EDAP TMS S.A.,3.1297,90.75,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
RIBT,RiceBran Technologies,2.65,90.75,1900,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
SVRA,Savara Inc.,2.2,90.63,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SNSR,Global X Internet of Things ETF,18.94,89.94,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/snsr
SMTX,SMTC Corporation,3.21,89.94,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
UONE,Urban One Inc. ,1.95,89.84,1900,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.425,89.63,1900,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
NYMTO,New York Mortgage Trust Inc.,24.8892,89.6,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
GOODM,Gladstone Commercial Corporation,25.5,89.49,1900,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodm
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,52.5852,89.39,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/qqxt
AESE,Allied Esports Entertainment Inc.,3.87,89.35,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/aese
TLSA,Tiziana Life Sciences plc,6.512,88.87,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa
LSBK,Lake Shore Bancorp Inc.,14.895,88.6,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
TACT,TransAct Technologies Incorporated,11.8,88.14,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
KINS,Kingstone Companies Inc,8.16,87.93,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
CCNI,Command Center Inc.,6.7,87.58,1900,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni
MACK,Merrimack Pharmaceuticals Inc.,6.56,87.57,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
UG,United-Guardian Inc.,19.06,87.57,1900,Consumer Non-Durables,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/ug
ISSC,Innovative Solutions and Support Inc.,5.17,87.42,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
EXFO,EXFO Inc,3.665,87.05,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,56.09,86.94,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/rfem
SNSS,Sunesis Pharmaceuticals Inc.,0.7807,86.91,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
AVDL,Avadel Pharmaceuticals plc,2.32,86.88,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ONCT,Oncternal Therapeutics Inc. ,5.64,86.77,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/onct
UONEK,Urban One Inc. ,1.88,86.62,1900,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
KOPN,Kopin Corporation,1.03,86.61,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
RNDB,Randolph Bancorp Inc.,14.9599,86.18,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/rndb
SNFCA,Security National Financial Corporation,4.9,86.15,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
MSBF,MSB Financial Corp.,16.4401,85.98,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
RMBL,RumbleOn Inc.,3.71,85.97,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
EMCF,Emclaire Financial Corp,31.85,85.95,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
FTEO,FRONTEO Inc.,4.5,85.84,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/fteo
STKS,The ONE Group Hospitality Inc.,2.98,85.84,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
KBLM,KBL Merger Corp. IV,10.4775,85.58,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
LAKE,Lakeland Industries Inc.,10.66,85.43,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,41.6455,85.37,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/csb
MDWD,MediWound Ltd.,3.14,85.34,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
PBBI,PB Bancorp Inc.,11.45,85.27,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbbi
FTR,Frontier Communications Corporation,0.8079,85.13,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftr
TZAC,Tenzing Acquisition Corp.,10.29,85.05,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzac
CEMI,Chembio Diagnostics Inc.,4.84,85.02,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi
SREV,ServiceSource International Inc.,0.9027,84.93,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
CID,VictoryShares International High Div Volatility Wtd ETF,30.2055,84.58,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cid
AXAS,Abraxas Petroleum Corporation,0.5019,84.55,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
BBGI,Beasley Broadcast Group Inc.,3.03,84.47,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
IEA,Infrastructure and Energy Alternatives Inc.,3.79,84.34,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea
BCLI,Brainstorm Cell Therapeutics Inc.,3.73,84.11,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli
ALPN,Alpine Immune Sciences Inc.,4.5,83.64,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
GECC,Great Elm Capital Corp.,8.28,83.32,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/gecc
WRLS,Pensare Acquisition Corp.,10.3201,83.27,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrls
ANIX,Anixa Biosciences Inc.,4.13,83,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
PTMN,Portman Ridge Finance Corporation,2.22,82.93,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ptmn
CYRN,CYREN Ltd.,1.51,82.31,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
NBSE,NeuBase Therapeutics Inc. ,4.7969,81.88,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbse
SANW,S&W Seed Company,2.46,81.86,1900,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/sanw
EDTXU,EdtechX Holdings Acquisition Corp.,10.35,81.83,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
CWBC,Community West Bancshares,9.661,81.78,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
FENC,Fennec Pharmaceuticals Inc.,4.11,81.77,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
ESGG,FlexShares STOXX Global ESG Impact Index Fund,95.7721,81.41,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/esgg
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.7783,81.22,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/agzd
CIL,VictoryShares International Volatility Wtd ETF,36.07,81.16,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cil
MREO,Mereo BioPharma Group plc,4.1397,81.1,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mreo
SELB,Selecta Biosciences Inc.,1.8,80.93,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
CPSS,Consumer Portfolio Services Inc.,3.59,80.87,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
EMKR,EMCORE Corporation,2.81,80.82,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
TRVN,Trevena Inc.,0.8701,80.54,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
GNCA,Genocea Biosciences Inc.,3.07,80.28,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnca
WEBK,Wellesley Bancorp Inc.,31.35,80.26,2012,Finance,Banks,https://www.nasdaq.com/symbol/webk
AGFS,AgroFresh Solutions Inc.,1.56,80.25,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs
CPIX,Cumberland Pharmaceuticals Inc.,5.22,80.25,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
INVE,Identiv Inc.,4.77,80.11,1900,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
EDTX,EdtechX Holdings Acquisition Corp.,10.11,79.93,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
MOGO,Mogo Inc.,2.93,79.92,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
CBIO,Catalyst Biosciences Inc. ,6.65,79.91,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio
FDIV,First Trust Strategic Income ETF,49.87,79.79,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fdiv
CATB,Catabasis Pharmaceuticals Inc.,6.85,79.58,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
AMRB,American River Bankshares,13.44,79.34,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
JRSH,Jerash Holdings (US) Inc.,7,79.28,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
SGOC,SGOCO Group Ltd,0.99,79.23,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
OESX,Orion Energy Systems Inc.,2.63,79.22,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
NHTC,Natural Health Trends Corp.,7.3,78.74,1900,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
SNDE,Sundance Energy Australia Limited,1.14,78.37,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
VCNX,Vaccinex Inc.,5.26,78.18,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
YRCW,YRC Worldwide Inc.,2.15,77.99,1900,Transportation,Trucking Freight-Courier Services,https://www.nasdaq.com/symbol/yrcw
FBSS,Fauquier Bankshares Inc.,20.56,77.82,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FJP,First Trust Japan AlphaDEX Fund,45.59,77.5,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fjp
ROSE,Rosehill Resources Inc.,1.75,77.45,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ABUS,Arbutus Biopharma Corporation,1.36,77.32,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
KZR,Kezar Life Sciences Inc.,4.03,77.12,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr
MTC,MMTec Inc.,3.84,77.07,2019,Not Available,Not Available,https://www.nasdaq.com/symbol/mtc
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,35.7,76.76,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/csf
IROQ,IF Bancorp Inc.,21.402,76.64,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
STRT,Strattec Security Corporation,20.38,76.53,1900,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
FAB,First Trust Multi Cap Value AlphaDEX Fund,49.31,76.43,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fab
CFBI,Community First Bancshares Inc.,10.06,76.03,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
HHHH,Wealthbridge Acquisition Limited,10.14,75.62,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hhhh
ASPU,Aspen Group Inc.,4.05,75.53,1900,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
MILN,Global X Millennials Thematic ETF,24.76,75.53,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/miln
OVID,Ovid Therapeutics Inc.,1.95,75.45,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
APEN,Apollo Endosurgery Inc.,3.42,75.01,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/apen
VTVT,vTv Therapeutics Inc.,1.35,74.72,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt
SLNG,Stabilis Energy Inc.,5.1,74.69,1900,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/slng
DDMXU,DD3 Acquisition Corp.,10.32,74.54,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
MOTS,Motus GI Holdings Inc.,2.59,74.5,2018,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/mots
LTRX,Lantronix Inc.,3.3,74.12,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
JFK,8i Enterprises Acquisition Corp,9.95,73.9,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfk
FTHI,First Trust BuyWrite Income ETF,21.8675,73.79,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fthi
TSCBP,TriState Capital Holdings Inc.,26.3,73.64,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/tscbp
RELL,Richardson Electronics Ltd.,5.64,73.62,1983,Technology,Electronic Components,https://www.nasdaq.com/symbol/rell
ORGS,Orgenesis Inc.,4.55,73.44,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
NICK,Nicholas Financial Inc.,9.28,73.31,1900,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
ZVO,Zovio Inc.,2.42,73.23,1900,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/zvo
NYMTP,New York Mortgage Trust Inc.,24.4,73.2,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtp
ASRV,AmeriServ Financial Inc.,4.2013,73.04,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
SSBI,Summit State Bank,12.035,73.03,2006,Not Available,Not Available,https://www.nasdaq.com/symbol/ssbi
DDMX,DD3 Acquisition Corp.,10.075,72.77,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
COCP,Cocrystal Pharma Inc.,2.3,72.73,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CSBR,Champions Oncology Inc.,6.25,72.62,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
ZIV,Credit Suisse AG,65.25,72.62,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/ziv
HNNA,Hennessy Advisors Inc.,9.6386,72.28,1900,Finance,Investment Managers,https://www.nasdaq.com/symbol/hnna
NTRP,Neurotrope Inc.,5.55,72.27,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
GSUM,Gridsum Holding Inc.,2.1,72.04,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsum
BRPA,Big Rock Partners Acquisition Corp.,10.4,71.92,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
PFIE,Profire Energy Inc.,1.49,71.83,1900,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie
DOGZ,Dogness (International) Corporation,2.77,71.78,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
PFI,Invesco DWA Financial Momentum ETF,37.77,71.76,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pfi
ARKR,Ark Restaurants Corp.,20.49,71.69,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
MAYS,J. W. Mays Inc.,35.54,71.64,1900,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
ASYS,Amtech Systems Inc.,5,71.34,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/asys
NAII,Natural Alternatives International Inc.,9.81,71.21,1900,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
HPJ,Highpower International Inc,4.53,71.08,1900,Miscellaneous,Industrial Machinery Components,https://www.nasdaq.com/symbol/hpj
RFIL,RF Industries Ltd.,7.56,70.76,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
HWCC,Houston Wire & Cable Company,4.2473,70.7,2006,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hwcc
NTGN,Neon Therapeutics Inc.,2.49,70.67,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn
HCCH,HL Acquisitions Corp.,10.14,70.61,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcch
GXGX,GX Acquisiton Corp.,9.8,70.44,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gxgx
AVNW,Aviat Networks Inc.,13.0672,70.27,1900,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
EVLMC,Eaton Vance NextShares Trust II,99.96,69.97,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/evlmc
OXLCM,Oxford Lane Capital Corp.,25.59,69.85,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/oxlcm
